week,state,region,population_density_discretized,urban_percentage_discretized,confirmed_cases_discretized,confirmed_deaths_discretized,stringency_index_discretized,government_response_index_discretized,containment_health_index_discretized,economic_support_index_discretized
50,Minnesota,Region5_Chicago,low,high,high,high,4,4,4,2
51,Minnesota,Region5_Chicago,low,high,high,high,4,4,4,2
52,Minnesota,Region5_Chicago,low,high,high,high,4,4,4,2
53,Minnesota,Region5_Chicago,low,high,high,high,4,4,4,2
54,Minnesota,Region5_Chicago,low,high,high,high,4,3,4,2
55,Minnesota,Region5_Chicago,low,high,high,high,3,3,3,2
56,Minnesota,Region5_Chicago,low,high,high,high,3,3,3,2
57,Minnesota,Region5_Chicago,low,high,medium,medium,3,3,3,2
58,Minnesota,Region5_Chicago,low,high,medium,medium,3,3,3,2
59,Minnesota,Region5_Chicago,low,high,medium,medium,3,3,3,2
60,Minnesota,Region5_Chicago,low,high,medium,medium,3,3,3,2
61,Minnesota,Region5_Chicago,low,high,medium,medium,3,3,3,2
62,Minnesota,Region5_Chicago,low,high,medium,medium,3,3,3,2
63,Minnesota,Region5_Chicago,low,high,medium,high,3,3,3,2
64,Minnesota,Region5_Chicago,low,high,high,low,3,3,3,2
65,Minnesota,Region5_Chicago,low,high,high,medium,3,3,3,2
66,Minnesota,Region5_Chicago,low,high,high,medium,3,3,3,2
67,Minnesota,Region5_Chicago,low,high,high,medium,3,3,3,2
68,Minnesota,Region5_Chicago,low,high,high,medium,3,3,3,2
1,Missouri,Region7_KansasCity,low,high,low,low,1,1,1,1
2,Missouri,Region7_KansasCity,low,high,low,low,1,1,1,1
3,Missouri,Region7_KansasCity,low,high,low,low,1,1,1,1
4,Missouri,Region7_KansasCity,low,high,low,low,1,1,1,1
5,Missouri,Region7_KansasCity,low,high,low,low,1,1,1,1
6,Missouri,Region7_KansasCity,low,high,low,low,1,1,1,1
7,Missouri,Region7_KansasCity,low,high,low,low,1,1,1,1
8,Missouri,Region7_KansasCity,low,high,low,low,1,1,1,1
9,Missouri,Region7_KansasCity,low,high,low,low,1,1,1,1
10,Missouri,Region7_KansasCity,low,high,low,low,1,1,1,1
11,Missouri,Region7_KansasCity,low,high,low,low,2,1,2,1
12,Missouri,Region7_KansasCity,low,high,low,low,3,3,3,2
13,Missouri,Region7_KansasCity,low,high,low,low,4,3,3,3
14,Missouri,Region7_KansasCity,low,high,low,medium,4,3,3,4
15,Missouri,Region7_KansasCity,low,high,low,medium,4,4,4,4
16,Missouri,Region7_KansasCity,low,high,low,medium,4,4,4,4
