week,state,stringency_index,government_response_index,containment_health_index,economic_support_index,c1_school_closing,c1_flag,c2_workplace_closing,c2_flag,c3_cancel_public_events,c3_flag,c4_restrictions_on_gatherings,c4_flag,c5_close_public_transport,c5_flag,c6_stay_at_home_requirements,c6_flag,c7_movementrestrictions,c7_flag,c8_internationaltravel,e1_income_support,e1_flag,e2_debtrelief,h1_public_information_campaigns,h1_flag,h2_testing_policy,h3_contact_tracing,h6_facial_coverings,h6_flag,h7_vaccination_policy,h7_flag,h8_protection_of_elderly_people,h8_flag,confirmed_cases,confirmed_deaths,region,population_density,urban_percentage,confirmed_cases_discretized,confirmed_deaths_discretized,stringency_index_discretized,government_response_index_discretized,containment_health_index_discretized,economic_support_index_discretized,urban_percentage_discretized,population_density_normalized,population_density_discretized
64,Alaska,53.24,57.07999999999999,59.88,37.5,1.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,0.0,4.0,1.0,2.0,1.0,121.8341,0.5427,Region10_Seattle,1.28,66.0,medium,low,3,3,3,2,medium,0.0,low
65,Alaska,53.24,57.07999999999999,59.88,37.5,1.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,0.0,4.0,1.0,2.0,1.0,149.1043,0.407,Region10_Seattle,1.28,66.0,high,low,3,3,3,2,medium,0.0,low
66,Alaska,53.24,57.07999999999999,59.88,37.5,1.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,0.0,4.0,1.0,2.0,1.0,167.8271,0.0,Region10_Seattle,1.28,66.0,high,low,3,3,3,2,medium,0.0,low
67,Alaska,53.24,57.07999999999999,59.88,37.5,1.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,0.0,4.0,1.0,2.0,1.0,173.7967,0.0,Region10_Seattle,1.28,66.0,high,low,3,3,3,2,medium,0.0,low
68,Alaska,53.24,57.07999999999999,59.88,37.5,1.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,0.0,4.0,1.0,2.0,1.0,154.5312,2.8491,Region10_Seattle,1.28,66.0,high,high,3,3,3,2,medium,0.0,low
54,Alabama,43.519999999999996,49.89999999999999,51.67000000000001,37.5,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,614.5296,9.454,Region4_Atlanta,97.18,59.0,high,high,3,3,3,2,low,7.948282292486844,low
55,Alabama,43.519999999999996,45.209999999999994,46.31,37.5,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,424.4655,16.1189,Region4_Atlanta,97.18,59.0,high,high,3,3,3,2,low,7.948282292486844,low
56,Alabama,46.300000000000004,50.12,51.92142857142857,37.5,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,2.142857142857143,0.7142857142857143,2.0,1.0,2.0,1.0,380.8664,11.0741,Region4_Atlanta,97.18,59.0,high,high,3,3,3,2,low,7.948282292486844,low
57,Alabama,46.300000000000004,51.459999999999994,53.449999999999996,37.5,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,378.7542,21.0818,Region4_Atlanta,97.18,59.0,high,high,3,3,3,2,low,7.948282292486844,low
58,Alabama,46.300000000000004,49.38,51.07,37.5,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,262.1687,16.9598,Region4_Atlanta,97.18,59.0,high,high,3,3,3,2,low,7.948282292486844,low
59,Alabama,46.300000000000004,49.38,51.07,37.5,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,174.4783,14.909,Region4_Atlanta,97.18,59.0,high,high,3,3,3,2,low,7.948282292486844,low
60,Alabama,46.300000000000004,49.38,51.07,37.5,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,121.2407,7.1776,Region4_Atlanta,97.18,59.0,medium,high,3,3,3,2,low,7.948282292486844,low
61,Alabama,46.300000000000004,49.38,51.07,37.5,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,131.433,6.9316,Region4_Atlanta,97.18,59.0,medium,high,3,3,3,2,low,7.948282292486844,low
62,Alabama,46.300000000000004,50.27142857142858,51.07,44.642857142857146,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.5714285714285714,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,134.6732,4.5117,Region4_Atlanta,97.18,59.0,medium,high,3,3,3,3,low,7.948282292486844,low
63,Alabama,46.300000000000004,50.34428571428572,50.38999999999999,50.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.7142857142857142,0.8571428571428571,79.0361,3.6709,Region4_Atlanta,97.18,59.0,medium,high,3,3,3,3,low,7.948282292486844,low
64,Alabama,46.300000000000004,50.94,51.07,50.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,159.6924,2.2353,Region4_Atlanta,97.18,59.0,high,medium,3,3,3,3,low,7.948282292486844,low
65,Alabama,43.519999999999996,50.62,50.709999999999994,50.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,60.1077,1.8457,Region4_Atlanta,97.18,59.0,medium,medium,3,3,3,3,low,7.948282292486844,low
66,Alabama,43.519999999999996,50.62,50.709999999999994,50.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,49.5873,2.2968,Region4_Atlanta,97.18,59.0,medium,high,3,3,3,3,low,7.948282292486844,low
67,Alabama,40.08,46.948571428571434,49.57285714285714,7.142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,1.0,1.0,3.0,1.0,1.0,0.14285714285714285,2.0,1.0,2.0,1.0,2.5714285714285716,1.0,4.285714285714286,1.0,2.0,1.0,42.8608,1.5381,Region4_Atlanta,97.18,59.0,medium,medium,3,3,3,1,low,7.948282292486844,low
68,Alabama,37.96,45.31,48.209999999999994,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,71.8175,1.5996,Region4_Atlanta,97.18,59.0,medium,medium,2,3,3,1,low,7.948282292486844,low
54,Arkansas,59.26,64.60142857142856,66.67999999999999,50.0,2.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.857142857142857,2.0,3.0,1.0,2.0,0.0,3.0,1.0,720.1846,9.8021,Region6_Dallas,58.25,56.2,high,high,3,4,4,3,low,4.721727238821433,low
55,Arkansas,59.26,60.209999999999994,61.67000000000001,50.0,2.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0,536.0459,8.9352,Region6_Dallas,58.25,56.2,high,high,3,4,4,3,low,4.721727238821433,low
56,Arkansas,59.26,65.42999999999999,67.63857142857144,50.0,2.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.142857142857143,0.7142857142857143,3.0,1.0,3.0,1.0,430.4904,9.8354,Region6_Dallas,58.25,56.2,high,high,3,4,4,3,low,4.721727238821433,low
57,Arkansas,59.26,66.77,69.17,50.0,2.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,373.4784,8.7352,Region6_Dallas,58.25,56.2,high,high,3,4,4,3,low,4.721727238821433,low
58,Arkansas,59.26,66.77,69.17,50.0,2.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,382.347,6.9348,Region6_Dallas,58.25,56.2,high,high,3,4,4,3,low,4.721727238821433,low
59,Arkansas,59.26,66.77,69.17,50.0,2.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,209.7774,6.3013,Region6_Dallas,58.25,56.2,high,high,3,4,4,3,low,4.721727238821433,low
60,Arkansas,57.6742857142857,65.87857142857145,68.15,50.0,2.0,0.0,1.1428571428571428,0.8571428571428571,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,82.8841,3.0673,Region6_Dallas,58.25,56.2,medium,high,3,4,4,3,low,4.721727238821433,low
61,Arkansas,57.14571428571428,65.58142857142857,67.81000000000002,50.0,1.8571428571428572,0.14285714285714285,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,230.0817,2.0004,Region6_Dallas,58.25,56.2,high,medium,3,4,4,3,low,4.721727238821433,low
62,Arkansas,50.0,59.480000000000004,60.82999999999999,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,80.1168,2.5339,Region6_Dallas,58.25,56.2,medium,high,3,3,4,3,low,4.721727238821433,low
63,Arkansas,50.0,58.88428571428572,60.14999999999999,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,1.7142857142857142,0.8571428571428571,70.8482,5.1678,Region6_Dallas,58.25,56.2,medium,high,3,3,4,3,low,4.721727238821433,low
64,Arkansas,45.23428571428571,56.797142857142866,57.769999999999996,50.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.14285714285714285,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,57.0787,2.1671,Region6_Dallas,58.25,56.2,medium,medium,3,3,3,3,low,4.721727238821433,low
65,Arkansas,44.44,56.35000000000001,57.26,50.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,42.4756,1.8671,Region6_Dallas,58.25,56.2,medium,medium,3,3,3,3,low,4.721727238821433,low
66,Arkansas,42.854285714285716,55.372857142857136,57.66857142857142,39.285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5714285714285714,0.5714285714285714,1.0,1.0,3.0,1.0,0.14285714285714285,1.0,2.0,1.0,3.0,2.0,2.4285714285714284,1.0,4.714285714285714,1.0,2.0,1.0,37.5079,1.6003,Region6_Dallas,58.25,56.2,low,medium,3,3,3,2,low,4.721727238821433,low
67,Arkansas,40.74,53.64999999999999,55.949999999999996,37.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,36.641,0.6335,Region6_Dallas,58.25,56.2,low,low,3,3,3,2,low,4.721727238821433,low
68,Arkansas,40.74,53.64999999999999,55.949999999999996,37.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,43.3091,1.1002,Region6_Dallas,58.25,56.2,medium,medium,3,3,3,2,low,4.721727238821433,low
54,Arizona,60.58142857142858,61.93142857142856,64.90285714285713,41.07142857142857,2.0,0.0,1.8571428571428572,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.1428571428571428,0.0,1.0,2.0,1.0,3.0,2.0,3.0,0.0,1.7142857142857142,0.8571428571428571,2.0,1.0,881.6931,15.3185,Region9_SanFrancisco,65.33,89.8,high,high,4,4,4,3,high,5.308524304836102,low
55,Arizona,61.11000000000001,58.230000000000004,61.19,37.5,2.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,784.8745,15.9568,Region9_SanFrancisco,65.33,89.8,high,high,4,3,4,2,high,5.308524304836102,low
56,Arizona,61.11000000000001,61.02285714285714,64.37571428571428,37.5,2.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,2.142857142857143,0.0,2.0,1.0,2.0,1.0,690.6374,13.8008,Region9_SanFrancisco,65.33,89.8,high,high,4,4,4,2,high,5.308524304836102,low
57,Arizona,61.11000000000001,62.13999999999999,65.64999999999999,37.5,2.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,1.0,508.2054,12.5101,Region9_SanFrancisco,65.33,89.8,high,high,4,4,4,2,high,5.308524304836102,low
58,Arizona,61.11000000000001,62.13999999999999,65.64999999999999,37.5,2.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,1.0,315.3483,13.1626,Region9_SanFrancisco,65.33,89.8,high,high,4,4,4,2,high,5.308524304836102,low
59,Arizona,61.11000000000001,62.13999999999999,65.64999999999999,37.5,2.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,1.0,235.9191,13.1909,Region9_SanFrancisco,65.33,89.8,high,high,4,4,4,2,high,5.308524304836102,low
60,Arizona,61.11000000000001,62.13999999999999,65.64999999999999,37.5,2.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,1.0,151.7241,7.4749,Region9_SanFrancisco,65.33,89.8,high,high,4,4,4,2,high,5.308524304836102,low
61,Arizona,61.11000000000001,62.67571428571428,66.26285714285714,37.5,2.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,3.0,0.0,2.4285714285714284,1.0,2.0,1.0,125.0302,6.7799,Region9_SanFrancisco,65.33,89.8,medium,high,4,4,4,2,high,5.308524304836102,low
62,Arizona,59.52428571428571,61.244285714285716,64.63,37.5,2.0,0.0,1.5714285714285714,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,1.0,137.1857,4.9501,Region9_SanFrancisco,65.33,89.8,high,high,3,4,4,2,high,5.308524304836102,low
63,Arizona,52.64428571428572,56.78000000000001,59.529999999999994,37.5,2.0,0.0,1.0,1.0,1.1428571428571428,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,3.0,0.0,2.0,1.0,1.7142857142857142,0.8571428571428571,89.2019,3.2197,Region9_SanFrancisco,65.33,89.8,medium,high,3,3,3,2,high,5.308524304836102,low
64,Arizona,50.0,55.88999999999999,58.51,37.5,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,1.0,49.7851,2.7233,Region9_SanFrancisco,65.33,89.8,medium,high,3,3,3,2,high,5.308524304836102,low
65,Arizona,47.617142857142845,54.72714285714286,57.18285714285713,37.5,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,3.0,0.42857142857142855,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,2.4285714285714284,0.0,2.857142857142857,1.0,2.0,1.0,51.5581,2.4538,Region9_SanFrancisco,65.33,89.8,medium,high,3,3,3,2,high,5.308524304836102,low
66,Arizona,44.24428571428571,53.58857142857142,55.879999999999995,37.5,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,4.0,1.0,2.0,1.0,62.6073,1.0354,Region9_SanFrancisco,65.33,89.8,medium,medium,3,3,3,2,high,5.308524304836102,low
67,Arizona,42.13,54.98714285714285,57.48428571428572,37.5,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,2.857142857142857,0.0,5.0,1.0,2.0,1.0,74.5926,1.4467,Region9_SanFrancisco,65.33,89.8,medium,medium,3,3,3,2,high,5.308524304836102,low
68,Arizona,42.13,55.209999999999994,57.74,37.5,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,3.0,0.0,5.0,1.0,2.0,1.0,59.5719,0.9787,Region9_SanFrancisco,65.33,89.8,medium,medium,3,3,3,2,high,5.308524304836102,low
54,California,66.2,72.6242857142857,70.5,87.5,3.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,2.0,2.0,1.0,3.0,1.8571428571428572,3.0,1.0,2.0,1.0,3.0,0.0,742.6681,8.5685,Region9_SanFrancisco,252.74,95.0,high,high,4,4,4,5,high,20.841241556504084,low
55,California,66.2,65.26,62.07999999999999,87.5,3.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,688.3807,9.1922,Region9_SanFrancisco,252.74,95.0,high,high,4,4,4,5,high,20.841241556504084,low
56,California,66.2,68.61,65.90857142857142,87.5,3.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,2.142857142857143,0.7142857142857143,2.0,1.0,3.0,0.0,440.5081,8.9249,Region9_SanFrancisco,252.74,95.0,high,high,4,4,4,5,high,20.841241556504084,low
57,California,62.10142857142857,67.64000000000001,64.79999999999998,87.5,3.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.2857142857142858,0.7142857142857143,2.0,0.0,3.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,348.2098,9.6911,Region9_SanFrancisco,252.74,95.0,high,high,4,4,4,5,high,20.841241556504084,low
58,California,61.57,67.34000000000002,64.46,87.5,3.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,238.5684,8.2146,Region9_SanFrancisco,252.74,95.0,high,high,4,4,4,5,high,20.841241556504084,low
59,California,61.57,67.34000000000002,64.46,87.5,3.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,172.7417,7.3873,Region9_SanFrancisco,252.74,95.0,high,high,4,4,4,5,high,20.841241556504084,low
