week,state,stringency_index,government_response_index,containment_health_index,economic_support_index,c1_school_closing,c1_flag,c2_workplace_closing,c2_flag,c3_cancel_public_events,c3_flag,c4_restrictions_on_gatherings,c4_flag,c5_close_public_transport,c5_flag,c6_stay_at_home_requirements,c6_flag,c7_movementrestrictions,c7_flag,c8_internationaltravel,e1_income_support,e1_flag,e2_debtrelief,h1_public_information_campaigns,h1_flag,h2_testing_policy,h3_contact_tracing,h6_facial_coverings,h6_flag,h7_vaccination_policy,h7_flag,h8_protection_of_elderly_people,h8_flag,confirmed_cases,confirmed_deaths,region,population_density,urban_percentage,confirmed_cases_discretized,confirmed_deaths_discretized,stringency_index_discretized,government_response_index_discretized,containment_health_index_discretized,economic_support_index_discretized,urban_percentage_discretized,population_density_normalized,population_density_discretized
63,Iowa,43.519999999999996,47.32857142857142,47.709999999999994,44.642857142857146,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.2857142857142858,0.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,1.7142857142857142,0.8571428571428571,102.3727,2.6437,Region7_KansasCity,56.64,64.0,medium,high,3,3,3,3,low,4.588288922962165,low
64,Iowa,43.519999999999996,45.54428571428571,46.69,37.5,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,1.2857142857142858,1.0,92.3393,1.083,Region7_KansasCity,56.64,64.0,medium,medium,3,3,3,2,low,4.588288922962165,low
65,Iowa,43.519999999999996,44.949999999999996,46.01,37.5,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,125.147,1.5926,Region7_KansasCity,56.64,64.0,medium,medium,3,3,3,2,low,4.588288922962165,low
66,Iowa,41.93,44.05428571428572,44.99,37.5,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,116.1966,3.0897,Region7_KansasCity,56.64,64.0,medium,high,3,3,3,2,low,4.588288922962165,low
67,Iowa,39.81,45.36000000000001,46.49,37.5,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,4.0,1.0,1.0,1.0,116.4832,1.1148,Region7_KansasCity,56.64,64.0,medium,medium,2,3,3,2,low,4.588288922962165,low
68,Iowa,39.81,45.36000000000001,46.49,37.5,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,4.0,1.0,1.0,1.0,96.6712,0.7645,Region7_KansasCity,56.64,64.0,medium,medium,2,3,3,2,low,4.588288922962165,low
54,Idaho,54.63,54.84000000000002,55.540000000000006,50.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,416.8243,5.0065,Region10_Seattle,22.11,70.6,high,high,3,3,3,3,medium,1.7264100120177366,low
55,Idaho,54.63,50.94,51.07,50.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,342.7158,4.2497,Region10_Seattle,22.11,70.6,high,high,3,3,3,3,medium,1.7264100120177366,low
56,Idaho,53.04428571428571,52.83428571428572,53.24285714285715,50.0,1.1428571428571428,0.8571428571428571,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.142857142857143,0.0,2.0,1.0,2.0,1.0,230.0684,3.7258,Region10_Seattle,22.11,70.6,high,high,3,3,3,3,medium,1.7264100120177366,low
57,Idaho,52.77999999999999,53.800000000000004,54.35000000000001,50.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,184.9512,3.2601,Region10_Seattle,22.11,70.6,high,high,3,3,3,3,medium,1.7264100120177366,low
58,Idaho,51.58857142857142,51.348571428571425,51.53857142857142,50.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.14285714285714285,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,1.1428571428571428,1.0,147.0528,2.5033,Region10_Seattle,22.11,70.6,high,high,3,3,3,3,medium,1.7264100120177366,low
59,Idaho,51.38999999999999,50.94,51.07,50.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,132.3825,2.0958,Region10_Seattle,22.11,70.6,medium,medium,3,3,3,3,medium,1.7264100120177366,low
60,Idaho,51.38999999999999,50.94,51.07,50.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,97.0456,1.339,Region10_Seattle,22.11,70.6,medium,medium,3,3,3,3,medium,1.7264100120177366,low
61,Idaho,50.0,48.589999999999996,48.38999999999999,50.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,115.8492,1.9793,Region10_Seattle,22.11,70.6,medium,medium,3,3,3,3,medium,1.7264100120177366,low
62,Idaho,50.0,48.589999999999996,48.38999999999999,50.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,104.2643,1.1061,Region10_Seattle,22.11,70.6,medium,medium,3,3,3,3,medium,1.7264100120177366,low
63,Idaho,50.0,49.54285714285715,49.48,50.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,0.8571428571428571,0.8571428571428571,134.1872,1.8047,Region10_Seattle,22.11,70.6,medium,medium,3,3,3,3,medium,1.7264100120177366,low
64,Idaho,50.0,49.839999999999996,49.82,50.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,127.1431,1.8047,Region10_Seattle,22.11,70.6,medium,medium,3,3,3,3,medium,1.7264100120177366,low
65,Idaho,50.0,49.839999999999996,49.82,50.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,116.8971,0.7568,Region10_Seattle,22.11,70.6,medium,medium,3,3,3,3,medium,1.7264100120177366,low
66,Idaho,48.41428571428572,48.86142857142857,50.230000000000004,39.285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.5714285714285714,0.5714285714285714,1.0,1.0,3.0,1.0,0.14285714285714285,1.0,2.0,1.0,2.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,102.0521,0.6986,Region10_Seattle,22.11,70.6,medium,medium,3,3,3,2,medium,1.7264100120177366,low
67,Idaho,46.300000000000004,48.699999999999996,50.300000000000004,37.5,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,114.8013,1.5718,Region10_Seattle,22.11,70.6,medium,medium,3,3,3,2,medium,1.7264100120177366,low
68,Idaho,46.300000000000004,48.699999999999996,50.300000000000004,37.5,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,94.0766,1.3972,Region10_Seattle,22.11,70.6,medium,medium,3,3,3,2,medium,1.7264100120177366,low
54,Illinois,57.40999999999998,58.75,58.209999999999994,62.5,2.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,383.1369,7.6034,Region5_Chicago,226.73,88.5,high,high,3,3,3,4,high,18.68550826737392,low
55,Illinois,61.11000000000001,56.14999999999999,55.24,62.5,3.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,313.8373,5.9277,Region5_Chicago,226.73,88.5,high,high,4,3,3,4,high,18.68550826737392,low
56,Illinois,61.11000000000001,62.62,62.63857142857144,62.5,3.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,2.142857142857143,0.7142857142857143,2.0,1.0,3.0,0.0,258.3271,4.9332,Region5_Chicago,226.73,88.5,high,high,4,4,4,4,high,18.68550826737392,low
57,Illinois,61.11000000000001,63.959999999999994,64.17,62.5,3.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,191.7055,4.4869,Region5_Chicago,226.73,88.5,high,high,4,4,4,4,high,18.68550826737392,low
58,Illinois,59.52142857142856,63.068571428571424,63.14714285714285,62.5,3.0,0.0,1.0,1.0,1.0,1.0,3.4285714285714284,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,156.9617,3.7978,Region5_Chicago,226.73,88.5,high,high,3,4,4,4,high,18.68550826737392,low
59,Illinois,58.32999999999999,62.957142857142856,63.01571428571428,62.5,3.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,3.7142857142857144,0.2857142857142857,2.0,1.0,3.0,0.0,123.784,2.9991,Region5_Chicago,226.73,88.5,medium,high,3,4,4,4,high,18.68550826737392,low
60,Illinois,58.32999999999999,64.25142857142858,64.49571428571429,62.5,3.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,4.0,0.0,2.857142857142857,1.0,3.0,0.0,95.3438,2.7015,Region5_Chicago,226.73,88.5,medium,high,3,4,4,4,high,18.68550826737392,low
61,Illinois,58.32999999999999,64.43,64.7,62.5,3.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,4.0,0.0,3.0,1.0,3.0,0.0,96.1816,2.1064,Region5_Chicago,226.73,88.5,medium,medium,3,4,4,4,high,18.68550826737392,low
62,Illinois,58.32999999999999,64.43,64.7,62.5,3.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,4.0,0.0,3.0,1.0,3.0,0.0,91.178,2.1925,Region5_Chicago,226.73,88.5,medium,medium,3,4,4,4,high,18.68550826737392,low
63,Illinois,56.74428571428571,62.79000000000001,62.83,62.5,2.5714285714285716,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,4.0,0.0,3.0,1.0,2.5714285714285716,0.0,86.0412,1.5034,Region5_Chicago,226.73,88.5,medium,medium,3,4,4,4,high,18.68550826737392,low
64,Illinois,54.63,62.34000000000002,62.32,62.5,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,4.0,0.0,3.0,1.0,3.0,0.0,98.1157,1.1746,Region5_Chicago,226.73,88.5,medium,medium,3,4,4,4,high,18.68550826737392,low
65,Illinois,53.835714285714296,61.894285714285715,61.81142857142858,62.5,2.0,0.0,1.0,1.0,1.0,1.0,2.7142857142857144,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,4.0,0.0,3.0,1.0,3.0,0.0,124.9508,1.2842,Region5_Chicago,226.73,88.5,medium,medium,3,4,4,4,high,18.68550826737392,low
66,Illinois,51.85000000000001,60.77999999999999,60.540000000000006,62.5,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,4.0,0.0,3.0,1.0,3.0,0.0,147.2206,1.0415,Region5_Chicago,226.73,88.5,high,medium,3,4,4,4,high,18.68550826737392,low
67,Illinois,51.85000000000001,60.77999999999999,60.540000000000006,62.5,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,4.0,0.0,3.0,1.0,3.0,0.0,181.1187,1.0884,Region5_Chicago,226.73,88.5,high,medium,3,4,4,4,high,18.68550826737392,low
68,Illinois,51.85000000000001,62.02999999999999,61.959999999999994,62.5,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,4.0,0.0,4.0,1.0,3.0,0.0,175.9584,1.2685,Region5_Chicago,226.73,88.5,high,medium,3,4,4,4,high,18.68550826737392,low
54,Indiana,54.63,55.62,58.209999999999994,37.5,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,563.8115,7.8311,Region5_Chicago,188.56,72.4,high,high,3,3,3,2,medium,15.521942729269405,low
55,Indiana,54.63,52.5,54.63999999999999,37.5,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,398.4276,6.826,Region5_Chicago,188.56,72.4,high,high,3,3,3,2,medium,15.521942729269405,low
56,Indiana,54.63,54.728571428571435,57.19,37.5,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.4285714285714286,0.7142857142857143,2.0,1.0,2.0,1.0,312.4652,5.9109,Region5_Chicago,188.56,72.4,high,high,3,3,3,2,medium,15.521942729269405,low
57,Indiana,54.63,55.62,58.209999999999994,37.5,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,234.6789,4.5007,Region5_Chicago,188.56,72.4,high,high,3,3,3,2,medium,15.521942729269405,low
58,Indiana,54.63,56.88,59.63999999999999,37.5,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,195.4633,7.8161,Region5_Chicago,188.56,72.4,high,high,3,3,3,2,medium,15.521942729269405,low
59,Indiana,54.63,56.88,59.63999999999999,37.5,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,137.4799,5.3408,Region5_Chicago,188.56,72.4,high,high,3,3,3,2,medium,15.521942729269405,low
60,Indiana,54.63,56.88,59.63999999999999,37.5,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,100.0045,2.9854,Region5_Chicago,188.56,72.4,medium,high,3,3,3,2,medium,15.521942729269405,low
61,Indiana,54.63,56.88,59.63999999999999,37.5,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,91.9933,3.0154,Region5_Chicago,188.56,72.4,medium,high,3,3,3,2,medium,15.521942729269405,low
62,Indiana,54.63,56.88,59.63999999999999,37.5,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,83.8471,2.4604,Region5_Chicago,188.56,72.4,medium,high,3,3,3,2,medium,15.521942729269405,low
63,Indiana,52.64428571428572,55.16285714285714,57.688571428571436,37.5,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.2857142857142858,0.7142857142857143,3.0,1.0,0.0,1.0,2.0,1.0,2.7142857142857144,2.0,2.0,1.0,3.0,1.0,1.0,0.8571428571428571,79.3915,1.7853,Region5_Chicago,188.56,72.4,medium,medium,3,3,3,2,medium,15.521942729269405,low
64,Indiana,51.85000000000001,55.31,57.86000000000001,37.5,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,80.2766,1.3502,Region5_Chicago,188.56,72.4,medium,medium,3,3,3,2,medium,15.521942729269405,low
65,Indiana,51.85000000000001,55.31,57.86000000000001,37.5,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,91.7383,1.1552,Region5_Chicago,188.56,72.4,medium,medium,3,3,3,2,medium,15.521942729269405,low
66,Indiana,50.26428571428571,55.66857142857144,58.26571428571428,37.5,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.5714285714285714,0.5714285714285714,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,103.3649,0.7651,Region5_Chicago,188.56,72.4,medium,medium,3,3,3,2,medium,15.521942729269405,low
67,Indiana,42.192857142857136,51.128571428571426,53.07714285714285,37.5,2.0,0.0,1.0,1.0,1.0,0.14285714285714285,2.142857142857143,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,116.7469,1.1102,Region5_Chicago,188.56,72.4,medium,medium,3,3,3,2,medium,15.521942729269405,low
68,Indiana,41.199999999999996,50.57,52.44,37.5,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,140.6453,1.1402,Region5_Chicago,188.56,72.4,high,medium,3,3,3,2,medium,15.521942729269405,low
54,Kansas,56.94,57.449999999999996,60.300000000000004,37.5,2.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,502.7052,9.2419,Region7_KansasCity,35.64,74.2,high,high,3,3,4,2,high,2.847789150884754,low
55,Kansas,56.94,52.76,54.94,37.5,2.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,473.1242,11.9561,Region7_KansasCity,35.64,74.2,high,high,3,3,3,2,high,2.847789150884754,low
56,Kansas,56.94,56.11,58.768571428571434,37.5,2.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,2.142857142857143,0.7142857142857143,2.0,1.0,2.0,1.0,362.5992,3.3669,Region7_KansasCity,35.64,74.2,high,high,3,3,3,2,high,2.847789150884754,low
57,Kansas,56.94,57.449999999999996,60.300000000000004,37.5,2.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,276.5016,6.1842,Region7_KansasCity,35.64,74.2,high,high,3,3,4,2,high,2.847789150884754,low
58,Kansas,56.94,57.449999999999996,60.300000000000004,37.5,2.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,239.4652,10.5818,Region7_KansasCity,35.64,74.2,high,high,3,3,4,2,high,2.847789150884754,low
59,Kansas,56.94,57.449999999999996,60.300000000000004,37.5,2.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,156.288,8.7266,Region7_KansasCity,35.64,74.2,high,high,3,3,4,2,high,2.847789150884754,low
60,Kansas,55.752857142857145,56.78142857142857,59.53285714285714,37.5,2.0,0.0,1.0,0.0,2.0,0.0,3.5714285714285716,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,162.8501,8.383,Region7_KansasCity,35.64,74.2,high,high,3,3,3,2,high,2.847789150884754,low
61,Kansas,54.17000000000001,55.88999999999999,58.51,37.5,2.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,95.58,4.0884,Region7_KansasCity,35.64,74.2,medium,high,3,3,3,2,high,2.847789150884754,low
62,Kansas,54.17000000000001,55.88999999999999,58.51,37.5,2.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,75.2752,2.989,Region7_KansasCity,35.64,74.2,medium,high,3,3,3,2,high,2.847789150884754,low
63,Kansas,54.17000000000001,55.29428571428571,57.82999999999999,37.5,2.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.7142857142857142,0.8571428571428571,62.0823,1.3399,Region7_KansasCity,35.64,74.2,medium,medium,3,3,3,2,high,2.847789150884754,low
64,Kansas,54.17000000000001,58.56428571428571,58.51,58.92857142857143,2.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.8571428571428572,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,52.3594,0.6871,Region7_KansasCity,35.64,74.2,medium,medium,3,3,3,3,high,2.847789150884754,low
65,Kansas,53.97142857142858,58.89857142857143,58.38285714285714,62.5,2.0,0.0,1.0,0.0,2.0,0.0,2.857142857142857,0.14285714285714285,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,50.4698,1.7178,Region7_KansasCity,35.64,74.2,medium,medium,3,3,3,4,high,2.847789150884754,low
66,Kansas,51.388571428571424,60.97571428571428,60.75285714285714,62.5,2.0,0.0,1.0,0.0,2.0,0.0,2.142857142857143,0.8571428571428571,1.0,0.0,0.5714285714285714,0.5714285714285714,1.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,2.857142857142857,1.0,5.0,1.0,2.0,1.0,49.5078,1.4086,Region7_KansasCity,35.64,74.2,medium,medium,3,4,4,4,high,2.847789150884754,low
67,Kansas,42.72428571428571,54.76,53.65857142857144,62.5,0.2857142857142857,0.0,1.0,0.0,2.0,0.0,1.7142857142857142,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,46.1752,0.3779,Region7_KansasCity,35.64,74.2,medium,low,3,3,3,4,high,2.847789150884754,low
68,Kansas,37.96,52.07999999999999,50.60000000000001,62.5,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,56.1386,0.7558,Region7_KansasCity,35.64,74.2,medium,medium,2,3,3,4,high,2.847789150884754,low
54,Kentucky,59.39285714285713,63.51428571428572,65.44,50.0,2.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,0.0,1.0,0.5714285714285714,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,602.353,4.0009,Region4_Atlanta,113.37,58.4,high,high,3,4,4,3,low,9.290124735817,low
55,Kentucky,58.32999999999999,57.784285714285716,59.39999999999999,46.42857142857143,2.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.7142857142857143,1.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,518.0879,5.0797,Region4_Atlanta,113.37,58.4,high,high,3,3,3,3,low,9.290124735817,low
